direccion,direccion_full,lat,lng,url_origen
"""Mi experiencia trabajando con el equipo OOH siempre ha sido excelente, no solo porque la calidad de su trabajo es impecable, sino también porque la calidad humana es espectacular. Un equipo cercano y preocupado que cada detalle de mi campaña, son un partner comprometido que me ayuda en cada detalle y es 100% transparente, en un mercado donde hace mucha falta"".","""Mi experiencia trabajando con el equipo OOH siempre ha sido excelente, no solo porque la calidad de su trabajo es impecable, sino también porque la calidad humana es espectacular. Un equipo cercano y preocupado que cada detalle de mi campaña, son un partner comprometido que me ayuda en cada detalle y es 100% transparente, en un mercado donde hace mucha falta""., Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/san-fernando
Mide audiencia en +5.500 soportes,"Mide audiencia en +5.500 soportes, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/huechuraba
Aeropuerto,"Aeropuerto, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/huechuraba
Camión LED / Impreso,"Camión LED / Impreso, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/huechuraba
Bicicleta / Scooter,"Bicicleta / Scooter, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/huechuraba
"Vallas - Av. El Salto / Av. Americo Vespucio Norte, Huechuraba. (1)","Vallas - Av. El Salto / Av. Americo Vespucio Norte, Huechuraba. (1), Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/huechuraba
Minipoles Mall Plaza Norte,"Minipoles Mall Plaza Norte, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/huechuraba
Espacio Riesco / El Salto - Huechuraba,"Espacio Riesco / El Salto - Huechuraba, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/huechuraba
Branding Cara Izquierda - Módulo Mall Plaza Norte,"Branding Cara Izquierda - Módulo Mall Plaza Norte, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/huechuraba
Branding Cara Derecha - Módulo Mall Plaza Norte,"Branding Cara Derecha - Módulo Mall Plaza Norte, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/huechuraba
"""Mi experiencia trabajando con el equipo OOH siempre ha sido excelente, no solo porque la calidad de su trabajo es impecable, sino también porque la calidad humana es espectacular. Un equipo cercano y preocupado que cada detalle de mi campaña, son un partner comprometido que me ayuda en cada detalle y es 100% transparente, en un mercado donde hace mucha falta"".","""Mi experiencia trabajando con el equipo OOH siempre ha sido excelente, no solo porque la calidad de su trabajo es impecable, sino también porque la calidad humana es espectacular. Un equipo cercano y preocupado que cada detalle de mi campaña, son un partner comprometido que me ayuda en cada detalle y es 100% transparente, en un mercado donde hace mucha falta""., Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/huechuraba
Mide audiencia en +5.500 soportes,"Mide audiencia en +5.500 soportes, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/loncoche
Aeropuerto,"Aeropuerto, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/loncoche
Camión LED / Impreso,"Camión LED / Impreso, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/loncoche
Bicicleta / Scooter,"Bicicleta / Scooter, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/loncoche
"Entrada Sur Loncohe Km 751,690","Entrada Sur Loncohe Km 751,690, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/loncoche
"""Mi experiencia trabajando con el equipo OOH siempre ha sido excelente, no solo porque la calidad de su trabajo es impecable, sino también porque la calidad humana es espectacular. Un equipo cercano y preocupado que cada detalle de mi campaña, son un partner comprometido que me ayuda en cada detalle y es 100% transparente, en un mercado donde hace mucha falta"".","""Mi experiencia trabajando con el equipo OOH siempre ha sido excelente, no solo porque la calidad de su trabajo es impecable, sino también porque la calidad humana es espectacular. Un equipo cercano y preocupado que cada detalle de mi campaña, son un partner comprometido que me ayuda en cada detalle y es 100% transparente, en un mercado donde hace mucha falta""., Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/loncoche
Mide audiencia en +5.500 soportes,"Mide audiencia en +5.500 soportes, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/rancagua
Aeropuerto,"Aeropuerto, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/rancagua
Camión LED / Impreso,"Camión LED / Impreso, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/rancagua
Bicicleta / Scooter,"Bicicleta / Scooter, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/rancagua
Luneta Bus Rancagua - 100 Lunetas,"Luneta Bus Rancagua - 100 Lunetas, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/rancagua
Rancagua - Avenida Illanes,"Rancagua - Avenida Illanes, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/rancagua
"Av. Miguel Ramirez, frente a Cinemark en dirección a Tottus Strepp Center Machalí","Av. Miguel Ramirez, frente a Cinemark en dirección a Tottus Strepp Center Machalí, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/rancagua
Freire / Carretera El Cobre (LED),"Freire / Carretera El Cobre (LED), Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/rancagua
Nivel 1 Salida a calle Estado - Mall Open Plaza Rancagua,"Nivel 1 Salida a calle Estado - Mall Open Plaza Rancagua, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/rancagua
"""Mi experiencia trabajando con el equipo OOH siempre ha sido excelente, no solo porque la calidad de su trabajo es impecable, sino también porque la calidad humana es espectacular. Un equipo cercano y preocupado que cada detalle de mi campaña, son un partner comprometido que me ayuda en cada detalle y es 100% transparente, en un mercado donde hace mucha falta"".","""Mi experiencia trabajando con el equipo OOH siempre ha sido excelente, no solo porque la calidad de su trabajo es impecable, sino también porque la calidad humana es espectacular. Un equipo cercano y preocupado que cada detalle de mi campaña, son un partner comprometido que me ayuda en cada detalle y es 100% transparente, en un mercado donde hace mucha falta""., Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/rancagua
Mide audiencia en +5.500 soportes,"Mide audiencia en +5.500 soportes, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/tierra-amarilla
Aeropuerto,"Aeropuerto, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/tierra-amarilla
Camión LED / Impreso,"Camión LED / Impreso, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/tierra-amarilla
Bicicleta / Scooter,"Bicicleta / Scooter, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/tierra-amarilla
"""Mi experiencia trabajando con el equipo OOH siempre ha sido excelente, no solo porque la calidad de su trabajo es impecable, sino también porque la calidad humana es espectacular. Un equipo cercano y preocupado que cada detalle de mi campaña, son un partner comprometido que me ayuda en cada detalle y es 100% transparente, en un mercado donde hace mucha falta"".","""Mi experiencia trabajando con el equipo OOH siempre ha sido excelente, no solo porque la calidad de su trabajo es impecable, sino también porque la calidad humana es espectacular. Un equipo cercano y preocupado que cada detalle de mi campaña, son un partner comprometido que me ayuda en cada detalle y es 100% transparente, en un mercado donde hace mucha falta""., Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/tierra-amarilla
Mide audiencia en +5.500 soportes,"Mide audiencia en +5.500 soportes, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/san-carlos
Aeropuerto,"Aeropuerto, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/san-carlos
Camión LED / Impreso,"Camión LED / Impreso, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/san-carlos
Bicicleta / Scooter,"Bicicleta / Scooter, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/san-carlos
"Frase de 30"" en horario repartido (L a D) / Ocarina FM 104.3 Mhz - San Carlos","Frase de 30"" en horario repartido (L a D) / Ocarina FM 104.3 Mhz - San Carlos, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/san-carlos
"""Mi experiencia trabajando con el equipo OOH siempre ha sido excelente, no solo porque la calidad de su trabajo es impecable, sino también porque la calidad humana es espectacular. Un equipo cercano y preocupado que cada detalle de mi campaña, son un partner comprometido que me ayuda en cada detalle y es 100% transparente, en un mercado donde hace mucha falta"".","""Mi experiencia trabajando con el equipo OOH siempre ha sido excelente, no solo porque la calidad de su trabajo es impecable, sino también porque la calidad humana es espectacular. Un equipo cercano y preocupado que cada detalle de mi campaña, son un partner comprometido que me ayuda en cada detalle y es 100% transparente, en un mercado donde hace mucha falta""., Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/san-carlos
Mide audiencia en +5.500 soportes,"Mide audiencia en +5.500 soportes, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/castro
Aeropuerto,"Aeropuerto, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/castro
Camión LED / Impreso,"Camión LED / Impreso, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/castro
Bicicleta / Scooter,"Bicicleta / Scooter, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/castro
Balmaceda / Blanco,"Balmaceda / Blanco, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/castro
"""Mi experiencia trabajando con el equipo OOH siempre ha sido excelente, no solo porque la calidad de su trabajo es impecable, sino también porque la calidad humana es espectacular. Un equipo cercano y preocupado que cada detalle de mi campaña, son un partner comprometido que me ayuda en cada detalle y es 100% transparente, en un mercado donde hace mucha falta"".","""Mi experiencia trabajando con el equipo OOH siempre ha sido excelente, no solo porque la calidad de su trabajo es impecable, sino también porque la calidad humana es espectacular. Un equipo cercano y preocupado que cada detalle de mi campaña, son un partner comprometido que me ayuda en cada detalle y es 100% transparente, en un mercado donde hace mucha falta""., Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/castro
Mide audiencia en +5.500 soportes,"Mide audiencia en +5.500 soportes, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/san-bernardo
Aeropuerto,"Aeropuerto, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/san-bernardo
Camión LED / Impreso,"Camión LED / Impreso, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/san-bernardo
Bicicleta / Scooter,"Bicicleta / Scooter, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/san-bernardo
Pinto/ General Navarrete,"Pinto/ General Navarrete, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/san-bernardo
Avda. Portales fte. 786 (vereda oriente),"Avda. Portales fte. 786 (vereda oriente), Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/san-bernardo
Avda. Portales fte. 2694,"Avda. Portales fte. 2694, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/san-bernardo
Gran Avenida / Sandro Escalona,"Gran Avenida / Sandro Escalona, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/san-bernardo
"""Mi experiencia trabajando con el equipo OOH siempre ha sido excelente, no solo porque la calidad de su trabajo es impecable, sino también porque la calidad humana es espectacular. Un equipo cercano y preocupado que cada detalle de mi campaña, son un partner comprometido que me ayuda en cada detalle y es 100% transparente, en un mercado donde hace mucha falta"".","""Mi experiencia trabajando con el equipo OOH siempre ha sido excelente, no solo porque la calidad de su trabajo es impecable, sino también porque la calidad humana es espectacular. Un equipo cercano y preocupado que cada detalle de mi campaña, son un partner comprometido que me ayuda en cada detalle y es 100% transparente, en un mercado donde hace mucha falta""., Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/san-bernardo
Mide audiencia en +5.500 soportes,"Mide audiencia en +5.500 soportes, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/llay-llay
Aeropuerto,"Aeropuerto, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/llay-llay
Camión LED / Impreso,"Camión LED / Impreso, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/llay-llay
Bicicleta / Scooter,"Bicicleta / Scooter, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/llay-llay
"Ruta 60 km 3.48 - Camino Internacional, Camino San Felipe-Chagres","Ruta 60 km 3.48 - Camino Internacional, Camino San Felipe-Chagres, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/llay-llay
"Ruta 5 Norte, Sector Las Chilcas","Ruta 5 Norte, Sector Las Chilcas, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/llay-llay
Ruta 5 Norte km 75.2 - Sector Las Chilcas,"Ruta 5 Norte km 75.2 - Sector Las Chilcas, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/llay-llay
"Av. Bernardo O'Higgins, Llay Llay","Av. Bernardo O'Higgins, Llay Llay, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/llay-llay
Ruta 5 Norte km 67.3 - Sector Montenegro,"Ruta 5 Norte km 67.3 - Sector Montenegro, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/llay-llay
Ruta 5 Norte km 68.05 - Sector Montenegro,"Ruta 5 Norte km 68.05 - Sector Montenegro, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/llay-llay
"""Mi experiencia trabajando con el equipo OOH siempre ha sido excelente, no solo porque la calidad de su trabajo es impecable, sino también porque la calidad humana es espectacular. Un equipo cercano y preocupado que cada detalle de mi campaña, son un partner comprometido que me ayuda en cada detalle y es 100% transparente, en un mercado donde hace mucha falta"".","""Mi experiencia trabajando con el equipo OOH siempre ha sido excelente, no solo porque la calidad de su trabajo es impecable, sino también porque la calidad humana es espectacular. Un equipo cercano y preocupado que cada detalle de mi campaña, son un partner comprometido que me ayuda en cada detalle y es 100% transparente, en un mercado donde hace mucha falta""., Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/llay-llay
Mide audiencia en +5.500 soportes,"Mide audiencia en +5.500 soportes, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/litueche
Aeropuerto,"Aeropuerto, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/litueche
Camión LED / Impreso,"Camión LED / Impreso, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/litueche
